Description,Start Time,End Time,Timestep,Iterations,Courant Number,Gravitational Constant,Speed of Light,mass_1,qx_1,qy_1,qz_1,px_1,py_1,pz_1,mass_2,qx_2,qy_2,qz_2,px_2,py_2,pz_2
CMScatter_b_226,0,2.411690602108564e16,2.41169060210856396484375e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.594986941148498e15,-9.32671997584565887451171875e10,0,0.3535533905932737622004221810524245196424,0,0,0,1.205845301054282e16,9.32671997584565887451171875e10,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_227,0,2.6789796121377052e16,2.67897961213770556640625e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.325913009821441e15,-1.03604055352549835205078125e11,0,0.3535533905932737622004221810524245196424,0,0,0,1.3394898060688526e16,1.03604055352549835205078125e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_228,0,2.9758924117275384e16,2.97589241172753857421875e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-8.137848020988617e15,-1.1508655039813153076171875e11,0,0.3535533905932737622004221810524245196424,0,0,0,1.4879462058637692e16,1.1508655039813153076171875e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_229,0,3.3057122219421836e16,3.30571222194218359375e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-9.039770240777466e15,-1.27841656752441925048828125e11,0,0.3535533905932737622004221810524245196424,0,0,0,1.6528561109710918e16,1.27841656752441925048828125e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_230,0,3.6720861450613592e16,3.672086145061359375e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.0041653001541128e16,-1.420104186342396240234375e11,0,0.3535533905932737622004221810524245196424,0,0,0,1.8360430725306796e16,1.420104186342396240234375e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_231,0,4.0790654937377768e16,4.07906549373777685546875e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.1154574985601368e16,-1.5774951227145123291015625e11,0,0.3535533905932737622004221810524245196424,0,0,0,2.0395327468688884e16,1.5774951227145123291015625e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_232,0,4.5311505898574664e16,4.531150589857466796875e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.2390842731800016e16,-1.75232978405436737060546875e11,0,0.3535533905932737622004221810524245196424,0,0,0,2.2655752949287332e16,1.75232978405436737060546875e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_233,0,5.0333405284827072e16,5.03334052848270703125e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.3764126719519656e16,-1.9465414680966595458984375e11,0,0.3535533905932737622004221810524245196424,0,0,0,2.5166702642413536e16,1.9465414680966595458984375e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_234,0,5.5911884571603928e16,5.5911884571603935546875e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.5289612534971892e16,-2.162277741038692626953125e11,0,0.3535533905932737622004221810524245196424,0,0,0,2.7955942285801964e16,2.162277741038692626953125e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_235,0,6.210862981866896e16,6.210862981866896484375e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.6984168791329448e16,-2.4019241850331964111328125e11,0,0.3535533905932737622004221810524245196424,0,0,0,3.105431490933448e16,2.4019241850331964111328125e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_236,0,6.8992163786079256e16,6.89921637860792578125e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.8866533659539828e16,-2.6681307776289727783203125e11,0,0.3535533905932737622004221810524245196424,0,0,0,3.4496081893039628e16,2.6681307776289727783203125e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_237,0,7.6638603649479024e16,7.66386036494790234375e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.0957522072452704e16,-2.963841194859610595703125e11,0,0.3535533905932737622004221810524245196424,0,0,0,3.8319301824739512e16,2.963841194859610595703125e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_238,0,8.5132502693400784e16,8.5132502693400791015625e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.3280255893495972e16,-3.292325362009818115234375e11,0,0.3535533905932737622004221810524245196424,0,0,0,4.2566251346700392e16,3.292325362009818115234375e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_239,0,9.4567785289902784e16,9.456778528990279296875e12,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.5860419595074112e16,-3.6572156120012750244140625e11,0,0.3535533905932737622004221810524245196424,0,0,0,4.7283892644951392e16,3.6572156120012750244140625e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_240,0,1.05048785501408656e17,1.0504878550140865234375e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.8726544273945512e16,-4.0625468512324920654296875e11,0,0.3535533905932737622004221810524245196424,0,0,0,5.2524392750704328e16,4.0625468512324920654296875e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_241,0,1.1669140079247688e17,1.1669140079247689453125e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.1910323144181964e16,-4.5128011770210198974609375e11,0,0.3535533905932737622004221810524245196424,0,0,0,5.834570039623844e16,4.5128011770210198974609375e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_242,0,1.29624373608088048e17,1.29624373608088046875e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.544696199638846e16,-5.0129574400216241455078125e11,0,0.3535533905932737622004221810524245196424,0,0,0,6.4812186804044024e16,5.0129574400216241455078125e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_243,0,1.43990714989963952e17,1.4399071498996396484375e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.937556849851256e16,-5.5685462996747265625e11,0,0.3535533905932737622004221810524245196424,0,0,0,7.1995357494981976e16,5.5685462996747265625e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_244,0,1.59949285973076832e17,1.599492859730768359375e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.3739584643079472e16,-6.185711381480894775390625e11,0,0.3535533905932737622004221810524245196424,0,0,0,7.9974642986538416e16,6.185711381480894775390625e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_245,0,1.77676554249211712e17,1.7767655424921171875e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.8587267122794288e16,-6.87127721237000732421875e11,0,0.3535533905932737622004221810524245196424,0,0,0,8.8838277124605856e16,6.87127721237000732421875e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_246,0,1.97368545522528128e17,1.97368545522528125e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.3972220946439272e16,-7.632824685385166015625e11,0,0.3535533905932737622004221810524245196424,0,0,0,9.8684272761264064e16,7.632824685385166015625e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_247,0,2.19243011134943072e17,2.192430111349430859375e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.995399219571764e16,-8.478774888159459228515625e11,0,0.3535533905932737622004221810524245196424,0,0,0,1.09621505567471536e17,8.478774888159459228515625e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_248,0,2.4354183593064096e17,2.435418359306409765625e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.6598726477668008e16,-9.418482222149423828125e11,0,0.3535533905932737622004221810524245196424,0,0,0,1.2177091796532048e17,9.418482222149423828125e11,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_249,0,2.70533712985544672e17,2.705337129855446875e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.3979900353725696e16,-1.0462337842324901123046875e12,0,0.3535533905932737622004221810524245196424,0,0,0,1.35266856492772336e17,1.0462337842324901123046875e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_250,0,3.00517114778540992e17,3.00517114778541015625e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-8.21791338334736e16,-1.162188456113720458984375e12,0,0.3535533905932737622004221810524245196424,0,0,0,1.50258557389270496e17,1.162188456113720458984375e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_251,0,3.33823593659265344e17,3.338235936592653515625e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-9.1287092917527264e16,-1.290994448735799560546875e12,0,0.3535533905932737622004221810524245196424,0,0,0,1.66911796829632672e17,1.290994448735799560546875e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_252,0,3.70821448108564672e17,3.708214481085646875e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.01404492169749328e17,-1.434076081120158203125e12,0,0.3535533905932737622004221810524245196424,0,0,0,1.85410724054282336e17,1.434076081120158203125e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_253,0,4.11919795332645888e17,4.119197953326459375e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.12643208405100032e17,-1.59301553035711474609375e12,0,0.3535533905932737622004221810524245196424,0,0,0,2.05959897666322944e17,1.59301553035711474609375e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_254,0,4.575730952250976e17,4.5757309522509765625e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.25127517808131072e17,-1.7695703271033994140625e12,0,0.3535533905932737622004221810524245196424,0,0,0,2.287865476125488e17,1.7695703271033994140625e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_255,0,5.08286175722137792e17,5.082861757221378125e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.38995470162010048e17,-1.96569279011539453125e12,0,0.3535533905932737622004221810524245196424,0,0,0,2.54143087861068896e17,1.96569279011539453125e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_256,0,5.64619815120776064e17,5.6461981512077609375e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.54400415384111296e17,-2.18355161472249658203125e12,0,0.3535533905932737622004221810524245196424,0,0,0,2.82309907560388032e17,2.18355161472249658203125e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_257,0,6.27196943088409728e17,6.27196943088409765625e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.71512699248397152e17,-2.42555585396301025390625e12,0,0.3535533905932737622004221810524245196424,0,0,0,3.13598471544204864e17,2.42555585396301025390625e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_258,0,6.96709528933722496e17,6.967095289337225e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.90521547045643104e17,-2.694381557562521484375e12,0,0.3535533905932737622004221810524245196424,0,0,0,3.48354764466861248e17,2.694381557562521484375e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_259,0,7.73926233308548992e17,7.739262333085490625e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.1163715601079264e17,-2.9930013633253359375e12,0,0.3535533905932737622004221810524245196424,0,0,0,3.86963116654274496e17,2.9930013633253359375e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_260,0,8.59700907952039168e17,8.5970090795203921875e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.35093019655179584e17,-3.32471736815599560546875e12,0,0.3535533905932737622004221810524245196424,0,0,0,4.29850453976019584e17,3.32471736815599560546875e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_261,0,9.54982037466226432e17,9.5498203746622640625e13,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.6114850970579168e17,-3.6931976421945244140625e12,0,0.3535533905932737622004221810524245196424,0,0,0,4.77491018733113216e17,3.6931976421945244140625e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_262,0,1.060823227528827392e18,1.0608232275288275e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.9009174420229728e17,-4.1025167898335546875e12,0,0.3535533905932737622004221810524245196424,0,0,0,5.30411613764413696e17,4.1025167898335546875e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_263,0,1.178394855520491008e18,1.17839485552049109375e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.2224277346685824e17,-4.5572010061355185546875e12,0,0.3535533905932737622004221810524245196424,0,0,0,5.89197427760245504e17,4.5572010061355185546875e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_264,0,1.30899701239754752e18,1.30899701239754765625e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.57957119176749696e17,-5.0622781268776171875e12,0,0.3535533905932737622004221810524245196424,0,0,0,6.5449850619877376e17,5.0622781268776171875e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_265,0,1.454073878919704832e18,1.454073878919705e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.97629705674364672e17,-5.6233332256710849609375e12,0,0.3535533905932737622004221810524245196424,0,0,0,7.27036939459852416e17,5.6233332256710849609375e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_266,0,1.615229695203051776e18,1.615229695203051875e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.41699226986491712e17,-6.2465703729400888671875e12,0,0.3535533905932737622004221810524245196424,0,0,0,8.07614847601525888e17,6.2465703729400888671875e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_267,0,1.794246500187500544e18,1.794246500187500625e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.90652997842767616e17,-6.93888123968258984375e12,0,0.3535533905932737622004221810524245196424,0,0,0,8.97123250093750272e17,6.93888123968258984375e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_268,0,1.993103837179263744e18,1.99310383717926375e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.45032342335200512e17,-7.7079213046241611328125e12,0,0.3535533905932737622004221810524245196424,0,0,0,9.96551918589631872e17,7.7079213046241611328125e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_269,0,2.214000643369557248e18,2.2140006433695575e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.05438579805823488e17,-8.562194507453009765625e12,0,0.3535533905932737622004221810524245196424,0,0,0,1.107000321684778624e18,8.562194507453009765625e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_270,0,2.459379565380836352e18,2.4593795653808365625e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.725396741536064e17,-9.511147284220123046875e12,0,0.3535533905932737622004221810524245196424,0,0,0,1.229689782690418176e18,9.511147284220123046875e12,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_271,0,2.731953969718525952e18,2.7319539697185259375e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.47077620087745408e17,-1.056527302473504296875e13,0,0.3535533905932737622004221810524245196424,0,0,0,1.365976984859262976e18,1.056527302473504296875e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_272,0,3.03473794680613888e18,3.03473794680613875e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-8.2987664800351296e17,-1.173622810703291015625e13,0,0.3535533905932737622004221810524245196424,0,0,0,1.51736897340306944e18,1.173622810703291015625e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_273,0,3.37107964038428928e18,3.371079640384289375e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-9.21852338209060352e17,-1.30369607920060234375e13,0,0.3535533905932737622004221810524245196424,0,0,0,1.68553982019214464e18,1.30369607920060234375e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_274,0,3.744698270825488384e18,3.74469827082548875e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.024021745287032448e18,-1.44818544034988828125e13,0,0.3535533905932737622004221810524245196424,0,0,0,1.872349135412744192e18,1.44818544034988828125e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_275,0,4.159725261763577344e18,4.1597252617635775e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.137514644544830336e18,-1.608688637713309375e13,0,0.3535533905932737622004221810524245196424,0,0,0,2.079862630881788672e18,1.608688637713309375e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_276,0,4.620749924810279936e18,4.62074992481028e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.263586024915185152e18,-1.7869804936601625e13,0,0.3535533905932737622004221810524245196424,0,0,0,2.310374962405139968e18,1.7869804936601625e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_277,0,5.132870207534328832e18,5.132870207534329375e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.4036299664518592e18,-1.98503253510951171875e13,0,0.3535533905932737622004221810524245196424,0,0,0,2.566435103767164416e18,1.98503253510951171875e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_278,0,5.701749065867322368e18,5.7017490658673225e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.559195055875907584e18,-2.205034794404784375e13,0,0.3535533905932737622004221810524245196424,0,0,0,2.850874532933661184e18,2.205034794404784375e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_279,0,6.33367708429464576e18,6.33367708429464625e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.732001510635498752e18,-2.449420026391410546875e13,0,0.3535533905932737622004221810524245196424,0,0,0,3.16683854214732288e18,2.449420026391410546875e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_280,0,7.035642036276977664e18,7.0356420362769775e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.92396020083480704e18,-2.720890609486648046875e13,0,0.3535533905932737622004221810524245196424,0,0,0,3.517821018138488832e18,2.720890609486648046875e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_281,0,7.815406154091963392e18,7.81540615409196375e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.137193779373855232e18,-3.022448428209918359375e13,0,0.3535533905932737622004221810524245196424,0,0,0,3.907703077045981696e18,3.022448428209918359375e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_282,0,8.681591962535425024e18,8.681591962535425e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.374060153953509376e18,-3.3574280676106109375e13,0,0.3535533905932737622004221810524245196424,0,0,0,4.340795981267712512e18,3.3574280676106109375e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_283,0,9.64377762561933312e18,9.64377762561933375e14,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.637178560495818752e18,-3.7295336866527421875e13,0,0.3535533905932737622004221810524245196424,0,0,0,4.82188881280966656e18,3.7295336866527421875e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_284,0,1.0712602860597356544e19,1.07126028605973575e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.929458526296038912e18,-4.14287997829735859375e13,0,0.3535533905932737622004221810524245196424,0,0,0,5.356301430298678272e18,4.14287997829735859375e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_285,0,1.1899886590500749312e19,1.189988659050075e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.254132043176894464e18,-4.602037669213634375e13,0,0.3535533905932737622004221810524245196424,0,0,0,5.949943295250374656e18,4.602037669213634375e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_286,0,1.3218757636170160128e19,1.321875763617016e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.6147893064114048e18,-5.1120840622482421875e13,0,0.3535533905932737622004221810524245196424,0,0,0,6.609378818085080064e18,5.1120840622482421875e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_287,0,1.4683799892957968384e19,1.468379989295797e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.015418414610391552e18,-5.67865918054468828125e13,0,0.3535533905932737622004221810524245196424,0,0,0,7.341899946478984192e18,5.67865918054468828125e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_288,0,1.631121359744529408e19,1.6311213597445295e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.460449469570603008e18,-6.30802813414662421875e13,0,0.3535533905932737622004221810524245196424,0,0,0,8.15560679872264704e18,6.30802813414662421875e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_289,0,1.8118994467438839808e19,1.811899446743884e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.954803563733499904e18,-7.007150398726459375e13,0,0.3535533905932737622004221810524245196424,0,0,0,9.059497233719419904e18,7.007150398726459375e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_290,0,2.0127132696153141248e19,2.01271326961531425e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.503947196951328768e18,-7.78375677251395e13,0,0.3535533905932737622004221810524245196424,0,0,0,1.0063566348076570624e19,7.78375677251395e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_291,0,2.2357834001028808704e19,2.235783400102881e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.113952724293665792e18,-8.646434862404034375e13,0,0.3535533905932737622004221810524245196424,0,0,0,1.1178917000514404352e19,8.646434862404034375e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_292,0,2.4835765171513946112e19,2.4835765171513945e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-6.791565503317907456e18,-9.604724044537440625e13,0,0.3535533905932737622004221810524245196424,0,0,0,1.2417882585756973056e19,9.604724044537440625e13,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_293,0,2.758832683104284672e19,2.758832683104285e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-7.544278483309109248e18,-1.06692209494152671875e14,0,0.3535533905932737622004221810524245196424,0,0,0,1.379416341552142336e19,1.06692209494152671875e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_294,0,3.0645956429376344064e19,3.0645956429376345e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-8.380415061286734848e18,-1.1851696637987453125e14,0,0.3535533905932737622004221810524245196424,0,0,0,1.5322978214688172032e19,1.1851696637987453125e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_295,0,3.404246481575163904e19,3.404246481575164e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-9.309221120988669952e18,-1.316522676443224375e14,0,0.3535533905932737622004221810524245196424,0,0,0,1.702123240787581952e19,1.316522676443224375e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_296,0,3.7815410114621513728e19,3.7815410114621515e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.0340967272587030528e19,-1.462433616494889375e14,0,0.3535533905932737622004221810524245196424,0,0,0,1.8907705057310756864e19,1.462433616494889375e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_297,0,4.2006513038249418752e19,4.200651303824942e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.148706242368846848e19,-1.6245159471406590625e14,0,0.3535533905932737622004221810524245196424,0,0,0,2.1003256519124709376e19,1.6245159471406590625e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_298,0,4.6662118228630519808e19,4.666211822863052e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.2760179937471623168e19,-1.8045619525893440625e14,0,0.3535533905932737622004221810524245196424,0,0,0,2.3331059114315259904e19,1.8045619525893440625e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_299,0,5.1833706730194034688e19,5.183370673019404e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.4174397773000998912e19,-2.004562556904900625e14,0,0.3535533905932737622004221810524245196424,0,0,0,2.5916853365097017344e19,2.004562556904900625e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_300,0,5.7578465260140314624e19,5.757846526014032e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.5745354157369810944e19,-2.2267293393719984375e14,0,0.3535533905932737622004221810524245196424,0,0,0,2.8789232630070157312e19,2.2267293393719984375e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_301,0,6.3959918571325636608e19,6.395991857132564e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.7490420511072903168e19,-2.47351898983678625e14,0,0.3535533905932737622004221810524245196424,0,0,0,3.1979959285662818304e19,2.47351898983678625e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_302,0,7.1048631900277202944e19,7.104863190027721e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-1.94288935387949056e19,-2.747660474446675e14,0,0.3535533905932737622004221810524245196424,0,0,0,3.5524315950138601472e19,2.747660474446675e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_303,0,7.8922991267911860224e19,7.892299126791186e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.1582208609727176704e19,-3.052185212184155e14,0,0.3535533905932737622004221810524245196424,0,0,0,3.9461495633955930112e19,3.052185212184155e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_304,0,8.767007026141749248e19,8.76700702614175e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.3974176786943930368e19,-3.39046059588263375e14,0,0.3535533905932737622004221810524245196424,0,0,0,4.383503513070874624e19,3.39046059588263375e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_305,0,9.738659288205197312e19,9.738659288205198e15,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.6631248126875856896e19,-3.7662272283950925e14,0,0.3535533905932737622004221810524245196424,0,0,0,4.869329644102598656e19,3.7662272283950925e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_306,0,1.08180003105899167744e20,1.0818000310589918e16,0,0.01,1,1,0.541196100146196984399723205366389420061,-2.9582804160410816512e19,-4.18364028566802e14,0,0.3535533905932737622004221810524245196424,0,0,0,5.4090001552949583872e19,4.18364028566802e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_307,0,1.2016965298463752192e20,1.2016965298463752e16,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.286148278983737344e19,-4.647315464107806875e14,0,0.3535533905932737622004221810524245196424,0,0,0,6.008482649231876096e19,4.647315464107806875e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_308,0,1.33488122424177754112e20,1.3348812242417776e16,0,0.01,1,1,0.541196100146196984399723205366389420061,-3.650353919429730304e19,-5.162380020319309375e14,0,0.3535533905932737622004221810524245196424,0,0,0,6.6744061212088877056e19,5.162380020319309375e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_309,0,1.4828268523510054912e20,1.4828268523510056e16,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.0549246734590017536e19,-5.734529467607015e14,0,0.3535533905932737622004221810524245196424,0,0,0,7.414134261755027456e19,5.734529467607015e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_310,0,1.64716937666279047168e20,1.6471693766627906e16,0,0.01,1,1,0.541196100146196984399723205366389420061,-4.5043342290479292416e19,-6.37009055618094e14,0,0.3535533905932737622004221810524245196424,0,0,0,8.2358468833139523584e19,6.37009055618094e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_311,0,1.8297260742978781184e20,1.8297260742978784e16,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.0035520954981138432e19,-7.0760912334937525e14,0,0.3535533905932737622004221810524245196424,0,0,0,9.148630371489390592e19,7.0760912334937525e14,0,-0.3535533905932737622004221810524245196424,0,0
CMScatter_b_312,0,2.03251563221048721408e20,2.0325156322104872e16,0,0.01,1,1,0.541196100146196984399723205366389420061,-5.5580985555894853632e19,-7.86033835832096e14,0,0.3535533905932737622004221810524245196424,0,0,0,1.01625781610524360704e20,7.86033835832096e14,0,-0.3535533905932737622004221810524245196424,0,0
