"Description","Start Time","End Time","Timestep","Iterations","Courant Number","Gravitational Constant","Number of Particles","mass_1","qx_1","qy_1","qz_1","px_1","py_1","pz_1","mass_2","qx_2","qy_2","qz_2","px_2","py_2","pz_2"
"CMScatter_b_310",0,1.27401811123618807808e20,1.2740181112361882e16,0,0.001,1,2,0,-6.3700905561809403904e19,-6.37009055618094e14,0,0.5,0,0,0,6.3700905561809403904e19,6.37009055618094e14,0,-0.5,0,0
"CMScatter_b_311",0,1.41521824669875044352e20,1.4152182466987506e16,0,0.001,1,2,0,-7.0760912334937522176e19,-7.0760912334937525e14,0,0.5,0,0,0,7.0760912334937522176e19,7.0760912334937525e14,0,-0.5,0,0
"CMScatter_b_312",0,1.57206767166419206144e20,1.5720676716641922e16,0,0.001,1,2,0,-7.8603383583209603072e19,-7.86033835832096e14,0,0.5,0,0,0,7.8603383583209603072e19,7.86033835832096e14,0,-0.5,0,0
"CMScatter_b_313",0,1.74630080558715764736e20,1.7463008055871578e16,0,0.001,1,2,0,-8.7315040279357882368e19,-8.73150402793578875e14,0,0.5,0,0,0,8.7315040279357882368e19,8.73150402793578875e14,0,-0.5,0,0
"CMScatter_b_314",0,1.93984429459457277952e20,1.9398442945945728e16,0,0.001,1,2,0,-9.6992214729728638976e19,-9.69922147297286375e14,0,0.5,0,0,0,9.6992214729728638976e19,9.69922147297286375e14,0,-0.5,0,0
"CMScatter_b_315",0,2.15483831607458103296e20,2.1548383160745812e16,0,0.001,1,2,0,-1.07741915803729051648e20,-1.0774191580372905e15,0,0.5,0,0,0,1.07741915803729051648e20,1.0774191580372905e15,0,-0.5,0,0
"CMScatter_b_316",0,2.39366024446492540928e20,2.3936602444649256e16,0,0.001,1,2,0,-1.19683012223246270464e20,-1.19683012223246275e15,0,0.5,0,0,0,1.19683012223246270464e20,1.19683012223246275e15,0,-0.5,0,0
"CMScatter_b_317",0,2.65895093993380708352e20,2.6589509399338072e16,0,0.001,1,2,0,-1.32947546996690354176e20,-1.3294754699669035e15,0,0.5,0,0,0,1.32947546996690354176e20,1.3294754699669035e15,0,-0.5,0,0
"CMScatter_b_318",0,2.953643950649851904e20,2.953643950649852e16,0,0.001,1,2,0,-1.476821975324925952e20,-1.476821975324926e15,0,0.5,0,0,0,1.476821975324925952e20,1.476821975324926e15,0,-0.5,0,0
"CMScatter_b_319",0,3.28099795155590381568e20,3.280997951555904e16,0,0.001,1,2,0,-1.64049897577795190784e20,-1.640498975777952e15,0,0.5,0,0,0,1.64049897577795190784e20,1.640498975777952e15,0,-0.5,0,0
"CMScatter_b_320",0,3.64463277835013455872e20,3.6446327783501344e16,0,0.001,1,2,0,-1.82231638917506727936e20,-1.82231638917506725e15,0,0.5,0,0,0,1.82231638917506727936e20,1.82231638917506725e15,0,-0.5,0,0
"CMScatter_b_321",0,4.04856945513328672768e20,4.0485694551332872e16,0,0.001,1,2,0,-2.02428472756664336384e20,-2.0242847275666435e15,0,0.5,0,0,0,2.02428472756664336384e20,2.0242847275666435e15,0,-0.5,0,0
"CMScatter_b_322",0,4.497274658342469632e20,4.4972746583424696e16,0,0.001,1,2,0,-2.248637329171234816e20,-2.24863732917123475e15,0,0.5,0,0,0,2.248637329171234816e20,2.24863732917123475e15,0,-0.5,0,0
"CMScatter_b_323",0,4.99571010864713302016e20,4.9957101086471336e16,0,0.001,1,2,0,-2.49785505432356651008e20,-2.4978550543235665e15,0,0.5,0,0,0,2.49785505432356651008e20,2.4978550543235665e15,0,-0.5,0,0
"CMScatter_b_324",0,5.5493874369766490112e20,5.5493874369766496e16,0,0.001,1,2,0,-2.7746937184883245056e20,-2.7746937184883245e15,0,0.5,0,0,0,2.7746937184883245056e20,2.7746937184883245e15,0,-0.5,0,0
"CMScatter_b_325",0,6.164429131380064256e20,6.1644291313800648e16,0,0.001,1,2,0,-3.082214565690032128e20,-3.082214565690032e15,0,0.5,0,0,0,3.082214565690032128e20,3.082214565690032e15,0,-0.5,0,0
"CMScatter_b_326",0,6.84763623866024067072e20,6.8476362386602408e16,0,0.001,1,2,0,-3.42381811933012033536e20,-3.4238181193301205e15,0,0.5,0,0,0,3.42381811933012033536e20,3.4238181193301205e15,0,-0.5,0,0
"CMScatter_b_327",0,7.60656356941773012992e20,7.6065635694177312e16,0,0.001,1,2,0,-3.80328178470886506496e20,-3.803281784708865e15,0,0.5,0,0,0,3.80328178470886506496e20,3.803281784708865e15,0,-0.5,0,0
"CMScatter_b_328",0,8.44960323811146858496e20,8.4496032381114688e16,0,0.001,1,2,0,-4.22480161905573429248e20,-4.224801619055734e15,0,0.5,0,0,0,4.22480161905573429248e20,4.224801619055734e15,0,-0.5,0,0
"CMScatter_b_329",0,9.38607746191083569152e20,9.3860774619108368e16,0,0.001,1,2,0,-4.69303873095541784576e20,-4.693038730955418e15,0,0.5,0,0,0,4.69303873095541784576e20,4.693038730955418e15,0,-0.5,0,0
"CMScatter_b_330",0,1.04263416444960833536e21,1.04263416444960832e17,0,0.001,1,2,0,-5.2131708222480416768e20,-5.213170822248042e15,0,0.5,0,0,0,5.2131708222480416768e20,5.213170822248042e15,0,-0.5,0,0
"CMScatter_b_331",0,1.158189888469365030912e21,1.15818988846936512e17,0,0.001,1,2,0,-5.79094944234682515456e20,-5.790949442346825e15,0,0.5,0,0,0,5.79094944234682515456e20,5.790949442346825e15,0,-0.5,0,0
"CMScatter_b_332",0,1.286552717616718282752e21,1.2865527176167184e17,0,0.001,1,2,0,-6.43276358808359141376e20,-6.432763588083591e15,0,0.5,0,0,0,6.43276358808359141376e20,6.432763588083591e15,0,-0.5,0,0
"CMScatter_b_333",0,1.429142070472104214528e21,1.42914207047210432e17,0,0.001,1,2,0,-7.14571035236052107264e20,-7.145710352360521e15,0,0.5,0,0,0,7.14571035236052107264e20,7.145710352360521e15,0,-0.5,0,0
"CMScatter_b_334",0,1.587534680566245883904e21,1.58753468056624608e17,0,0.001,1,2,0,-7.93767340283122941952e20,-7.937673402831229e15,0,0.5,0,0,0,7.93767340283122941952e20,7.937673402831229e15,0,-0.5,0,0
"CMScatter_b_335",0,1.763482031683542974464e21,1.76348203168354304e17,0,0.001,1,2,0,-8.81741015841771487232e20,-8.817410158417715e15,0,0.5,0,0,0,8.81741015841771487232e20,8.817410158417715e15,0,-0.5,0,0
"CMScatter_b_336",0,1.958929725529826787328e21,1.95892972552982688e17,0,0.001,1,2,0,-9.79464862764913393664e20,-9.794648627649134e15,0,0.5,0,0,0,9.79464862764913393664e20,9.794648627649134e15,0,-0.5,0,0
"CMScatter_b_337",0,2.176038995929492094976e21,2.17603899592949216e17,0,0.001,1,2,0,-1.088019497964746047488e21,-1.088019497964746e16,0,0.5,0,0,0,1.088019497964746047488e21,1.088019497964746e16,0,-0.5,0,0
"CMScatter_b_338",0,2.417210607453075406848e21,2.41721060745307552e17,0,0.001,1,2,0,-1.208605303726537703424e21,-1.2086053037265376e16,0,0.5,0,0,0,1.208605303726537703424e21,1.2086053037265376e16,0,-0.5,0,0
"CMScatter_b_339",0,2.685111402742980018176e21,2.68511140274298016e17,0,0.001,1,2,0,-1.342555701371490009088e21,-1.34255570137149e16,0,0.5,0,0,0,1.342555701371490009088e21,1.34255570137149e16,0,-0.5,0,0
"CMScatter_b_340",0,2.982703792094101635072e21,2.98270379209410176e17,0,0.001,1,2,0,-1.491351896047050817536e21,-1.4913518960470508e16,0,0.5,0,0,0,1.491351896047050817536e21,1.4913518960470508e16,0,-0.5,0,0
"CMScatter_b_341",0,3.313278511381046362112e21,3.3132785113810464e17,0,0.001,1,2,0,-1.656639255690523181056e21,-1.6566392556905232e16,0,0.5,0,0,0,1.656639255690523181056e21,1.6566392556905232e16,0,-0.5,0,0
"CMScatter_b_342",0,3.680491010564639162368e21,3.68049101056463936e17,0,0.001,1,2,0,-1.840245505282319581184e21,-1.8402455052823196e16,0,0.5,0,0,0,1.840245505282319581184e21,1.8402455052823196e16,0,-0.5,0,0
"CMScatter_b_343",0,4.088401875156835237888e21,4.0884018751568352e17,0,0.001,1,2,0,-2.044200937578417618944e21,-2.0442009375784176e16,0,0.5,0,0,0,2.044200937578417618944e21,2.0442009375784176e16,0,-0.5,0,0
"CMScatter_b_344",0,4.541521727619056795648e21,4.54152172761905728e17,0,0.001,1,2,0,-2.270760863809528397824e21,-2.2707608638095284e16,0,0.5,0,0,0,2.270760863809528397824e21,2.2707608638095284e16,0,-0.5,0,0
"CMScatter_b_345",0,5.044861105207463903232e21,5.04486110520746432e17,0,0.001,1,2,0,-2.522430552603731951616e21,-2.522430552603732e16,0,0.5,0,0,0,2.522430552603731951616e21,2.522430552603732e16,0,-0.5,0,0
"CMScatter_b_346",0,5.603985865807548645376e21,5.6039858658075488e17,0,0.001,1,2,0,-2.801992932903774322688e21,-2.8019929329037744e16,0,0.5,0,0,0,2.801992932903774322688e21,2.8019929329037744e16,0,-0.5,0,0
"CMScatter_b_347",0,6.22507873442817114112e21,6.22507873442817152e17,0,0.001,1,2,0,-3.11253936721408557056e21,-3.1125393672140856e16,0,0.5,0,0,0,3.11253936721408557056e21,3.1125393672140856e16,0,-0.5,0,0
"CMScatter_b_348",0,6.91500767092774273024e21,6.91500767092774272e17,0,0.001,1,2,0,-3.45750383546387136512e21,-3.4575038354638712e16,0,0.5,0,0,0,3.45750383546387136512e21,3.4575038354638712e16,0,-0.5,0,0
"CMScatter_b_349",0,7.681401814973507698688e21,7.68140181497350784e17,0,0.001,1,2,0,-3.840700907486753849344e21,-3.8407009074867536e16,0,0.5,0,0,0,3.840700907486753849344e21,3.8407009074867536e16,0,-0.5,0,0
"CMScatter_b_350",0,8.532735848022868492288e21,8.53273584802286848e17,0,0.001,1,2,0,-4.266367924011434246144e21,-4.2663679240114344e16,0,0.5,0,0,0,4.266367924011434246144e21,4.2663679240114344e16,0,-0.5,0,0
"CMScatter_b_351",0,9.478423705190018318336e21,9.47842370519001856e17,0,0.001,1,2,0,-4.739211852595009159168e21,-4.7392118525950088e16,0,0.5,0,0,0,4.739211852595009159168e21,4.7392118525950088e16,0,-0.5,0,0
"CMScatter_b_352",0,1.0528922673250826190848e22,1.052892267325082624e18,0,0.001,1,2,0,-5.264461336625413095424e21,-5.2644613366254128e16,0,0.5,0,0,0,5.264461336625413095424e21,5.2644613366254128e16,0,-0.5,0,0
"CMScatter_b_353",0,1.1695849025887484772352e22,1.169584902588748544e18,0,0.001,1,2,0,-5.847924512943742386176e21,-5.8479245129437424e16,0,0.5,0,0,0,5.847924512943742386176e21,5.8479245129437424e16,0,-0.5,0,0
"CMScatter_b_354",0,1.2992106474851513925632e22,1.299210647485151488e18,0,0.001,1,2,0,-6.496053237425756962816e21,-6.4960532374257568e16,0,0.5,0,0,0,6.496053237425756962816e21,6.4960532374257568e16,0,-0.5,0,0
"CMScatter_b_355",0,1.4432028857440764166144e22,1.443202885744076544e18,0,0.001,1,2,0,-7.216014428720382083072e21,-7.2160144287203824e16,0,0.5,0,0,0,7.216014428720382083072e21,7.2160144287203824e16,0,-0.5,0,0
"CMScatter_b_356",0,1.6031538638108605022208e22,1.603153863810860544e18,0,0.001,1,2,0,-8.015769319054302511104e21,-8.0157693190543024e16,0,0.5,0,0,0,8.015769319054302511104e21,8.0157693190543024e16,0,-0.5,0,0
"CMScatter_b_357",0,1.7808322976894653825024e22,1.780832297689465344e18,0,0.001,1,2,0,-8.904161488447326912512e21,-8.9041614884473264e16,0,0.5,0,0,0,8.904161488447326912512e21,8.9041614884473264e16,0,-0.5,0,0
"CMScatter_b_358",0,1.9782029311617567555584e22,1.978202931161756928e18,0,0.001,1,2,0,-9.891014655808783777792e21,-9.891014655808784e16,0,0.5,0,0,0,9.891014655808783777792e21,9.891014655808784e16,0,-0.5,0,0
"CMScatter_b_359",0,2.197448261655095934976e22,2.197448261655096064e18,0,0.001,1,2,0,-1.098724130827547967488e22,-1.098724130827548e17,0,0.5,0,0,0,1.098724130827547967488e22,1.098724130827548e17,0,-0.5,0,0
"CMScatter_b_360",0,2.440992673999913746432e22,2.440992673999913984e18,0,0.001,1,2,0,-1.220496336999956873216e22,-1.2204963369999568e17,0,0.5,0,0,0,1.220496336999956873216e22,1.2204963369999568e17,0,-0.5,0,0
"CMScatter_b_361",0,2.7115292489450501701632e22,2.711529248945050112e18,0,0.001,1,2,0,-1.3557646244725250850816e22,-1.35576462447252512e17,0,0.5,0,0,0,1.3557646244725250850816e22,1.35576462447252512e17,0,-0.5,0,0
"CMScatter_b_362",0,3.0120495428757559967744e22,3.012049542875756032e18,0,0.001,1,2,0,-1.5060247714378779983872e22,-1.50602477143787808e17,0,0.5,0,0,0,1.5060247714378779983872e22,1.50602477143787808e17,0,-0.5,0,0
"CMScatter_b_363",0,3.3458766680343871225856e22,3.345876668034387456e18,0,0.001,1,2,0,-1.6729383340171935612928e22,-1.6729383340171936e17,0,0.5,0,0,0,1.6729383340171935612928e22,1.6729383340171936e17,0,-0.5,0,0
"CMScatter_b_364",0,3.7167020390403557818368e22,3.71670203904035584e18,0,0.001,1,2,0,-1.8583510195201778909184e22,-1.85835101952017792e17,0,0.5,0,0,0,1.8583510195201778909184e22,1.85835101952017792e17,0,-0.5,0,0
"CMScatter_b_365",0,4.1286261920473035046912e22,4.12862619204730368e18,0,0.001,1,2,0,-2.0643130960236517523456e22,-2.06431309602365184e17,0,0.5,0,0,0,2.0643130960236517523456e22,2.06431309602365184e17,0,-0.5,0,0
"CMScatter_b_366",0,4.5862041279101703028736e22,4.586204127910170624e18,0,0.001,1,2,0,-2.2931020639550851514368e22,-2.29310206395508512e17,0,0.5,0,0,0,2.2931020639550851514368e22,2.29310206395508512e17,0,-0.5,0,0
"CMScatter_b_367",0,5.0944956807606511337472e22,5.094495680760651776e18,0,0.001,1,2,0,-2.5472478403803255668736e22,-2.54724784038032576e17,0,0.5,0,0,0,2.5472478403803255668736e22,2.54724784038032576e17,0,-0.5,0,0
"CMScatter_b_368",0,5.6591214689598945886208e22,5.659121468959894528e18,0,0.001,1,2,0,-2.8295607344799472943104e22,-2.8295607344799472e17,0,0.5,0,0,0,2.8295607344799472943104e22,2.8295607344799472e17,0,-0.5,0,0
"CMScatter_b_369",0,6.2863250471263756353536e22,6.286325047126376448e18,0,0.001,1,2,0,-3.1431625235631878176768e22,-3.14316252356318784e17,0,0.5,0,0,0,3.1431625235631878176768e22,3.14316252356318784e17,0,-0.5,0,0
"CMScatter_b_370",0,6.9830419465075555303424e22,6.98304194650755584e18,0,0.001,1,2,0,-3.4915209732537777651712e22,-3.49152097325377792e17,0,0.5,0,0,0,3.4915209732537777651712e22,3.49152097325377792e17,0,-0.5,0,0
"CMScatter_b_371",0,7.756976367134350245888e22,7.756976367134350336e18,0,0.001,1,2,0,-3.878488183567175122944e22,-3.87848818356717504e17,0,0.5,0,0,0,3.878488183567175122944e22,3.87848818356717504e17,0,-0.5,0,0
"CMScatter_b_372",0,8.6166863698096673521664e22,8.616686369809668096e18,0,0.001,1,2,0,-4.3083431849048336760832e22,-4.30834318490483328e17,0,0.5,0,0,0,4.3083431849048336760832e22,4.30834318490483328e17,0,-0.5,0,0
"CMScatter_b_373",0,9.5716785099724044632064e22,9.571678509972404224e18,0,0.001,1,2,0,-4.7858392549862022316032e22,-4.78583925498620224e17,0,0.5,0,0,0,4.7858392549862022316032e22,4.78583925498620224e17,0,-0.5,0,0
"CMScatter_b_374",0,1.0632512959885216841728e23,1.0632512959885217792e19,0,0.001,1,2,0,-5.316256479942608420864e22,-5.31625647994260864e17,0,0.5,0,0,0,5.316256479942608420864e22,5.31625647994260864e17,0,-0.5,0,0
"CMScatter_b_375",0,1.18109202815727486107648e23,1.1810920281572749312e19,0,0.001,1,2,0,-5.9054601407863743053824e22,-5.9054601407863744e17,0,0.5,0,0,0,5.9054601407863743053824e22,5.9054601407863744e17,0,-0.5,0,0
"CMScatter_b_376",0,1.31199311417695589629952e23,1.3119931141769560064e19,0,0.001,1,2,0,-6.5599655708847794814976e22,-6.55996557088477952e17,0,0.5,0,0,0,6.5599655708847794814976e22,6.55996557088477952e17,0,-0.5,0,0
"CMScatter_b_377",0,1.457402040324783603712e23,1.4574020403247837184e19,0,0.001,1,2,0,-7.28701020162391801856e22,-7.28701020162391808e17,0,0.5,0,0,0,7.28701020162391801856e22,7.28701020162391808e17,0,-0.5,0,0
"CMScatter_b_378",0,1.6189267185866960273408e23,1.6189267185866960896e19,0,0.001,1,2,0,-8.094633592933480136704e22,-8.09463359293347968e17,0,0.5,0,0,0,8.094633592933480136704e22,8.09463359293347968e17,0,-0.5,0,0
"CMScatter_b_379",0,1.7983532667278347730944e23,1.7983532667278348288e19,0,0.001,1,2,0,-8.991766333639173865472e22,-8.9917663336391744e17,0,0.5,0,0,0,8.991766333639173865472e22,8.9917663336391744e17,0,-0.5,0,0
"CMScatter_b_380",0,1.99766575893810990022656e23,1.997665758938109952e19,0,0.001,1,2,0,-9.9883287946905495011328e22,-9.98832879469054976e17,0,0.5,0,0,0,9.9883287946905495011328e22,9.98832879469054976e17,0,-0.5,0,0
"CMScatter_b_381",0,2.219068165452793380864e23,2.2190681654527934464e19,0,0.001,1,2,0,-1.109534082726396690432e23,-1.109534082726396672e18,0,0.5,0,0,0,1.109534082726396690432e23,1.109534082726396672e18,0,-0.5,0,0
"CMScatter_b_382",0,2.46500872375346432835584e23,2.4650087237534646272e19,0,0.001,1,2,0,-1.23250436187673216417792e23,-1.23250436187673216e18,0,0.5,0,0,0,1.23250436187673216417792e23,1.23250436187673216e18,0,-0.5,0,0
"CMScatter_b_383",0,2.73820701084269766770688e23,2.738207010842697728e19,0,0.001,1,2,0,-1.36910350542134883385344e23,-1.369103505421348864e18,0,0.5,0,0,0,1.36910350542134883385344e23,1.369103505421348864e18,0,-0.5,0,0
"CMScatter_b_384",0,3.04168401595400938586112e23,3.0416840159540097024e19,0,0.001,1,2,0,-1.52084200797700469293056e23,-1.520842007977004544e18,0,0.5,0,0,0,1.52084200797700469293056e23,1.520842007977004544e18,0,-0.5,0,0
"CMScatter_b_385",0,3.37879554623694237073408e23,3.378795546236942336e19,0,0.001,1,2,0,-1.68939777311847118536704e23,-1.689397773118471168e18,0,0.5,0,0,0,1.68939777311847118536704e23,1.689397773118471168e18,0,-0.5,0,0
"CMScatter_b_386",0,3.75326933481286633783296e23,3.7532693348128661504e19,0,0.001,1,2,0,-1.87663466740643316891648e23,-1.87663466740643328e18,0,0.5,0,0,0,1.87663466740643316891648e23,1.87663466740643328e18,0,-0.5,0,0
"CMScatter_b_387",0,4.16924626153711337472e23,4.1692462615371137024e19,0,0.001,1,2,0,-2.08462313076855668736e23,-2.0846231307685568e18,0,0.5,0,0,0,2.08462313076855668736e23,2.0846231307685568e18,0,-0.5,0,0
"CMScatter_b_388",0,4.63132614228119889379328e23,4.6313261422811987968e19,0,0.001,1,2,0,-2.31566307114059944689664e23,-2.315663071140599296e18,0,0.5,0,0,0,2.31566307114059944689664e23,2.315663071140599296e18,0,-0.5,0,0
"CMScatter_b_389",0,5.14461859306659953770496e23,5.1446185930666000384e19,0,0.001,1,2,0,-2.57230929653329976885248e23,-2.572309296533299712e18,0,0.5,0,0,0,2.57230929653329976885248e23,2.572309296533299712e18,0,-0.5,0,0
"CMScatter_b_390",0,5.71479953149876341047296e23,5.7147995314987638784e19,0,0.001,1,2,0,-2.85739976574938170523648e23,-2.857399765749381632e18,0,0.5,0,0,0,2.85739976574938170523648e23,2.857399765749381632e18,0,-0.5,0,0
"CMScatter_b_391",0,6.34817394028643943972864e23,6.348173940286439424e19,0,0.001,1,2,0,-3.17408697014321971986432e23,-3.174086970143219712e18,0,0.5,0,0,0,3.17408697014321971986432e23,3.174086970143219712e18,0,-0.5,0,0
"CMScatter_b_392",0,7.05174558687677594468352e23,7.051745586876776448e19,0,0.001,1,2,0,-3.52587279343838797234176e23,-3.525872793438387712e18,0,0.5,0,0,0,3.52587279343838797234176e23,3.525872793438387712e18,0,-0.5,0,0
"CMScatter_b_393",0,7.83329447015629763641344e23,7.8332944701562978304e19,0,0.001,1,2,0,-3.91664723507814881820672e23,-3.91664723507814912e18,0,0.5,0,0,0,3.91664723507814881820672e23,3.91664723507814912e18,0,-0.5,0,0
"CMScatter_b_394",0,8.70146285061283080306688e23,8.7014628506128318464e19,0,0.001,1,2,0,-4.35073142530641540153344e23,-4.350731425306415104e18,0,0.5,0,0,0,4.35073142530641540153344e23,4.350731425306415104e18,0,-0.5,0,0
"CMScatter_b_395",0,9.66585081526807299096576e23,9.6658508152680726528e19,0,0.001,1,2,0,-4.83292540763403649548288e23,-4.832925407634036736e18,0,0.5,0,0,0,4.83292540763403649548288e23,4.832925407634036736e18,0,-0.5,0,0
"CMScatter_b_396",0,1.0737122434124796133376e24,1.07371224341247967232e20,0,0.001,1,2,0,-5.368561217062398066688e23,-5.368561217062397952e18,0,0.5,0,0,0,5.368561217062398066688e23,5.368561217062397952e18,0,-0.5,0,0
"CMScatter_b_397",0,1.192712368199203997876224e24,1.1927123681992040448e20,0,0.001,1,2,0,-5.96356184099601998938112e23,-5.963561840996020224e18,0,0.5,0,0,0,5.96356184099601998938112e23,5.963561840996020224e18,0,-0.5,0,0
"CMScatter_b_398",0,1.324901342965183444680704e24,1.32490134296518344704e20,0,0.001,1,2,0,-6.62450671482591722340352e23,-6.62450671482591744e18,0,0.5,0,0,0,6.62450671482591722340352e23,6.62450671482591744e18,0,-0.5,0,0
"CMScatter_b_399",0,1.471740895284965033377792e24,1.47174089528496504832e20,0,0.001,1,2,0,-7.35870447642482516688896e23,-7.358704476424824832e18,0,0.5,0,0,0,7.35870447642482516688896e23,7.358704476424824832e18,0,-0.5,0,0
"CMScatter_b_400",0,1.634854756812718491041792e24,1.63485475681271840768e20,0,0.001,1,2,0,-8.17427378406359245520896e23,-8.174273784063592448e18,0,0.5,0,0,0,8.17427378406359245520896e23,8.174273784063592448e18,0,-0.5,0,0
"CMScatter_b_401",0,1.816046618284438602121216e24,1.81604661828443865088e20,0,0.001,1,2,0,-9.08023309142219301060608e23,-9.08023309142219264e18,0,0.5,0,0,0,9.08023309142219301060608e23,9.08023309142219264e18,0,-0.5,0,0
"CMScatter_b_402",0,2.017320074483016166014976e24,2.01732007448301633536e20,0,0.001,1,2,0,-1.008660037241508083007488e24,-1.0086600372415080448e19,0,0.5,0,0,0,1.008660037241508083007488e24,1.0086600372415080448e19,0,-0.5,0,0
"CMScatter_b_403",0,2.240900779714875905540096e24,2.24090077971487588352e20,0,0.001,1,2,0,-1.120450389857437952770048e24,-1.1204503898574379008e19,0,0.5,0,0,0,1.120450389857437952770048e24,1.1204503898574379008e19,0,-0.5,0,0
"CMScatter_b_404",0,2.48926105879040820772864e24,2.489261058790408192e20,0,0.001,1,2,0,-1.24463052939520410386432e24,-1.244630529395204096e19,0,0.5,0,0,0,1.24463052939520410386432e24,1.244630529395204096e19,0,-0.5,0,0
"CMScatter_b_405",0,2.765147245653042957123584e24,2.76514724565304311808e20,0,0.001,1,2,0,-1.382573622826521478561792e24,-1.3825736228265213952e19,0,0.5,0,0,0,1.382573622826521478561792e24,1.3825736228265213952e19,0,-0.5,0,0
"CMScatter_b_406",0,3.071610051963775340249088e24,3.07161005196377522176e20,0,0.001,1,2,0,-1.535805025981887670124544e24,-1.5358050259818876928e19,0,0.5,0,0,0,1.535805025981887670124544e24,1.5358050259818876928e19,0,-0.5,0,0
"CMScatter_b_407",0,3.412038301452803860594688e24,3.41203830145280376832e20,0,0.001,1,2,0,-1.706019150726401930297344e24,-1.7060191507264018432e19,0,0.5,0,0,0,1.706019150726401930297344e24,1.7060191507264018432e19,0,-0.5,0,0
"CMScatter_b_408",0,3.7901964030681039241216e24,3.79019640306810421248e20,0,0.001,1,2,0,-1.8950982015340519620608e24,-1.8950982015340519424e19,0,0.5,0,0,0,1.8950982015340519620608e24,1.8950982015340519424e19,0,-0.5,0,0
"CMScatter_b_409",0,4.210265977293897577005056e24,4.210265977293897728e20,0,0.001,1,2,0,-2.105132988646948788502528e24,-2.105132988646948864e19,0,0.5,0,0,0,2.105132988646948788502528e24,2.105132988646948864e19,0,-0.5,0,0
"CMScatter_b_410",0,4.676892095937124675616768e24,4.6768920959371247616e20,0,0.001,1,2,0,-2.338446047968562337808384e24,-2.3384460479685623808e19,0,0.5,0,0,0,2.338446047968562337808384e24,2.3384460479685623808e19,0,-0.5,0,0
"CMScatter_b_411",0,5.195234646695167179882496e24,5.19523464669516726272e20,0,0.001,1,2,0,-2.597617323347583589941248e24,-2.5976173233475833856e19,0,0.5,0,0,0,2.597617323347583589941248e24,2.5976173233475833856e19,0,-0.5,0,0
"CMScatter_b_412",0,5.771025390487159886053376e24,5.77102539048716009472e20,0,0.001,1,2,0,-2.885512695243579943026688e24,-2.8855126952435802112e19,0,0.5,0,0,0,2.885512695243579943026688e24,2.8855126952435802112e19,0,-0.5,0,0
"CMScatter_b_413",0,6.41063134248104689139712e24,6.410631342481047552e20,0,0.001,1,2,0,-3.20531567124052344569856e24,-3.2053156712405233664e19,0,0.5,0,0,0,3.20531567124052344569856e24,3.2053156712405233664e19,0,-0.5,0,0
"CMScatter_b_414",0,7.121125177675092460568576e24,7.12112517767509311488e20,0,0.001,1,2,0,-3.560562588837546230284288e24,-3.560562588837545984e19,0,0.5,0,0,0,3.560562588837546230284288e24,3.560562588837545984e19,0,-0.5,0,0
"CMScatter_b_415",0,7.910363439569140361199616e24,7.91036343956914044928e20,0,0.001,1,2,0,-3.955181719784570180599808e24,-3.9551817197845700608e19,0,0.5,0,0,0,3.955181719784570180599808e24,3.9551817197845700608e19,0,-0.5,0,0
"CMScatter_b_416",0,8.787073416746375458062336e24,8.7870734167463755776e20,0,0.001,1,2,0,-4.393536708373187729031168e24,-4.3935367083731877888e19,0,0.5,0,0,0,4.393536708373187729031168e24,4.3935367083731877888e19,0,-0.5,0,0
"CMScatter_b_417",0,9.760949648034936603541504e24,9.76094964803493691392e20,0,0.001,1,2,0,-4.880474824017468301770752e24,-4.8804748240174686208e19,0,0.5,0,0,0,4.880474824017468301770752e24,4.8804748240174686208e19,0,-0.5,0,0
"CMScatter_b_418",0,1.0842761123390228785004544e25,1.084276112339022905344e21,0,0.001,1,2,0,-5.421380561695114392502272e24,-5.4213805616951148544e19,0,0.5,0,0,0,5.421380561695114392502272e24,5.4213805616951148544e19,0,-0.5,0,0
"CMScatter_b_419",0,1.2044470365910629433212928e25,1.204447036591062908928e21,0,0.001,1,2,0,-6.022235182955314716606464e24,-6.0222351829553152e19,0,0.5,0,0,0,6.022235182955314716606464e24,6.0222351829553152e19,0,-0.5,0,0
"CMScatter_b_420",0,1.337936571177915832598528e25,1.337936571177915908096e21,0,0.001,1,2,0,-6.68968285588957916299264e24,-6.6896828558895792128e19,0,0.5,0,0,0,6.68968285588957916299264e24,6.6896828558895792128e19,0,-0.5,0,0
"CMScatter_b_421",0,1.486220825086465704722432e25,1.486220825086465671168e21,0,0.001,1,2,0,-7.43110412543232852361216e24,-7.4311041254323290112e19,0,0.5,0,0,0,7.43110412543232852361216e24,7.4311041254323290112e19,0,-0.5,0,0
"CMScatter_b_422",0,1.6509395052831447892099072e25,1.650939505283144876032e21,0,0.001,1,2,0,-8.254697526415723946049536e24,-8.2546975264157237248e19,0,0.5,0,0,0,8.254697526415723946049536e24,8.2546975264157237248e19,0,-0.5,0,0
"CMScatter_b_423",0,1.8339140483689447258324992e25,1.833914048368944873472e21,0,0.001,1,2,0,-9.169570241844723629162496e24,-9.169570241844723712e19,0,0.5,0,0,0,9.169570241844723629162496e24,9.169570241844723712e19,0,-0.5,0,0
